지점코드,사업장명,도로명전체주소,소재지전화,좌표정보y(epsg5174),좌표정보x(epsg5174)
2204,도야동물병원,전라남도 목포시 산정로150번길 35 (용당동),278-4100,144677.8135,144531.9625
2205,선닥터동물병원,전라남도 보성군 보성읍 송재로 151,,141235.6514,207179.8427
2206,전남낙농농협 보성공장 동물병원,전라남도 보성군 벌교읍 남하로 158,061-858-6330,147813.0677,232672.8171
2207,연향동물병원,전라남도 순천시 충효로 81 (연향동),061-745-0075,160944.8401,246888.415
2208,전남낙농농협 동물병원,"전라남도 순천시 우석로 108, 전남낙농농협 (남정동)",740-8520,160056.3063,244571.6075
2209,김동물병원,전라남도 순천시 장평로 49 (인제동),061-745-8778,160711.8213,245036.5782
2210,온누리동물병원,"전라남도 순천시 남신월길 21 (조례동, 온누리 동물병원)",061-723-7582,161927.5083,247462.9805
2211,한일동물병원,전라남도 무안군 무안읍 면성2길 40,061-452-0877,165822.7365,152114.179
2212,대영동물병원,전라남도 완도군 완도읍 중앙길 8,,90754.10807,177505.5337
2213,완도동물병원,"전라남도 완도군 완도읍 장보고대로 233, 1층",,90985.11489,176997.2362
2214,중마동물병원,전라남도 광양시 중마중앙로 106 (중동),793-0075,160330.5361,263732.6013
2215,한강동물병원,전라남도 광양시 광영로 61 (광영동),792-0081,162792.5969,265884.5465
2216,요셉동물병원,전라남도 광양시 광양읍 칠성로 76,061-763-7582,164576.2388,253500.0838
2217,광양동물메디컬센터,"전라남도 광양시 사동로 70, 1층, 2층 (중동)",061-792-7501,160958.7645,262710.2383
2218,대덕 동물병원,전라남도 장흥군 대덕읍 대대로 926,061-867-3235,111172.7015,189613.6169
2219,보성동물병원,전라남도 보성군 보성읍 현충로 45,,140826.7259,206991.247
2220,벌교동물병원,전라남도 보성군 벌교읍 채동선로 333,,150116.7517,230911.1165
2221,현대동물병원,전라남도 보성군 보성읍 중앙로 80-1,,141204.2138,207461.5113
2222,홍교동물병원,전라남도 보성군 벌교읍 계두길 17-2,,149860.4124,231229.4124
2223,제일동물병원,전라남도 보성군 보성읍 현충로 74,,140921.9533,207245.5155
2224,정동물병원,"전라남도 구례군 구례읍 봉성로 90, 정가축병원",,190219.2235,242247.5433
2225,호남동물병원,전라남도 구례군 구례읍 봉성로 58,783-0028,189903.8935,242232.2871
2226,소통동물병원,전라남도 나주시 청동길 7 (삼도동),,170863.4476,174664.6901
2227,산수유동물병원,전라남도 구례군 산동면 둔기길 7-32,,198310.0245,236987.1708
2228,나주종합동물병원,"전라남도 나주시 중앙로 3 (성북동, 나주종합동물병원)",336-8275,170115.1159,174361.6254
2229,이영기수의과병원,,,170429.1836,174025.0652
2230,최동물병원,전라남도 나주시 왕곡면 고분로 1576,061-337-9974,163596.1369,173091.4239
2231,선경동물병원,전라남도 나주시 예향로 3778-1 (이창동),,,
2232,무등동물병원,전라남도 나주시 예향로 3798 (이창동),,166131.877,173662.651
2233,정동물병원,전라남도 나주시 공산면 공산로 123-1,,160469.6665,164155.1157
2234,전남낙협동물병원,전라남도 나주시 산포면 송림산제길 170,613368166,168779.4014,183750.953
2235,효진동물병원,전라남도 나주시 왕곡면 나주서부로 4,332-4008,165227.466,172855.8138
2236,코리아동물병원,전라남도 나주시 풍물시장2길 35-8 (이창동),334-9595,166216.7887,173324.0845
2237,부자동물병원,전라남도 나주시 금영로 21 (이창동),,166296.9823,174037.1051
2238,나주축협동물병원,전라남도 나주시 왕곡면 영산포로 4,334-7588,164923.756,172997.7771
2239,박인석 동물병원,전라남도 나주시 남평읍 교원교촌길 100,061-335-8275,171306.0591,185615.4776
2240,신안동물병원,"전라남도 신안군 압해읍 천사로 901, 3동 302호",061-271-6014,148152.7208,140569.1446
2241,가람동물병원,"전라남도 나주시 배멧1길 40 (빛가람동, 창우빌딩 101호)",613327975,169016.1989,180883.2227
2242,형동물병원(출장전문),전라남도 나주시 봉황면 금봉로 443,,164152.2901,180469.2132
2243,옐로우동물병원,전라남도 장성군 삼계면 부연수남길 121-19,,194514.9614,169593.4093
2244,한일동물병원(출장진료전문동물병원),전라남도 담양군 담양읍 천변1길 22,061-382-6100,202043.8355,198168.8231
2245,중앙동물병원,전라남도 담양군 담양읍 추성로 1327,,202302.6746,198402.2239
2246,담양축협동물병원,전라남도 담양군 담양읍 삼거리길 8-6,061-380-5588,201257.7193,198286.4952
2247,장미동물병원(출장진료전문동물병원),"전라남도 담양군 담양읍 죽향대로 1169, 남도한우 3층",382-8215,201186.1971,198158.9677
2248,고려동물병원(출장진료전문동물병원),전라남도 담양군 담양읍 지침4길 7-7,382-9646,202266.7716,198638.3079
2249,한마음동물약품병원,"전라남도 담양군 담양읍 삼거리길 45, 1층 103호",,201073.0718,198592.1021
2250,장성동물병원,전라남도 장성군 장성읍 영천로 83,,199338.1242,179946.3493
2251,우남동물병원,전라남도 장성군 장성읍 청운길 19-1,,200253.5503,180012.2627
2252,서광동물병원,전라남도 장성군 장성읍 영천로 96-1,,199454.1667,179994.3585
2253,현대동물병원,전라남도 장성군 장성읍 영천로 137,,199876.6701,180022.5329
2254,우리동물병원,전라남도 장성군 장성읍 영천로 117-1,,199675.2674,179996.8072
2255,매일동물병원,전라남도 광양시 광양읍 순광로 695,761-0355,163661.9692,253733.7284
2256,온누리 동물병원,전라남도 광양시 중마중앙로 83 (중동),794-7582,160096.5984,263668.8561
2257,대우동물병원,전라남도 함평군 함평읍 중앙길 71-1,,173881.7742,156357.8008
2258,반석동물병원(출장전문병원),전라남도 함평군 함평읍 서부길 53-11,324-5544,173635.6286,156084.3557
2259,천지동물병원,전라남도 함평군 함평읍 내바람길 53,,173869.7979,156283.8729
2260,미래동물병원,전라남도 함평군 월야면 월야장교길 12,323-8274,189056.5371,164469.3122
2261,제일가축병원,전라남도 영암군 영암읍 갈무정1길 12,,144987.116,172419.9814
2262,서광동물병원,전라남도 영암군 영암읍 중앙로 88,,145057.901,172459.7092
2263,청수동물병원,전라남도 영광군 영광읍 천년로 1405,,196956.5266,154221.6733
2264,김동물병원,전라남도 영광군 영광읍 신남로3길 23,061-351-3366,197404.2544,154811.3573
2265,심동물병원,전라남도 곡성군 옥과면 리문5길 15,,197294.0194,212330.6212
2266,돌산동물병원,전라남도 여수시 돌산읍 망월대길 13,,124360.5298,266225.3693
2267,여수동물병원,전라남도 여수시 좌수영로 32 (서교동),641-4542,138543.0376,266627.8676
2268,함평축협동물병원,전라남도 함평군 학교면 함장로 1202-118,324-0045,172598.5079,157032.1456
2269,금강동물병원(출장진료전문병원),전라남도 함평군 학교면 고막천로 601-16,,170339.4384,162331.4834
2270,초원동물병원,전라남도 영암군 영암읍 중앙로 97,,145154.8497,172433.2997
2271,시종동물병원,전라남도 영암군 영암읍 동문로 39,,144532.7373,172570.687
2272,두리동물병원,전라남도 영암군 영암읍 동문로 84,,144969.6259,172463.0235
2273,정동물병원,전라남도 영광군 영광읍 중앙로5길 2,,197511.6441,155549.9392
2274,제일동물병원,전라남도 영광군 법성면 굴비로 88-1,061-356-2486,206405.2033,149842.7757
2275,전남동물병원,전라남도 영광군 영광읍 천년로 1502,,197564.8938,154896.4782
2276,신일환동물병원,전라남도 여수시 쌍봉로 43 (학동),682-1010,141109.4118,260414.8074
2277,문수동물병원,전라남도 여수시 율촌면 봉전길 3,651-6514,147141.3843,250740.5833
2278,여서동물병원,전라남도 여수시 여문문화길 57 (여서동),,139489.6934,264193.2928
2279,박동물병원,전라남도 영광군 영광읍 물무로 174,061-351-2737,197398.9359,155925.3624
2280,영광축협동물병원,전라남도 영광군 영광읍 천년로 1452,353-8555,197130.2874,154679.5412
2281,여천종합동물병원,전라남도 여수시 돌산읍 망월대길 7,644-5250,124354.0634,266162.3252
2282,제일동물병원,전라남도 여수시 도원로 261 (학동),061-686-2244,140501.8396,260331.7664
2283,천관동물병원,"전라남도 장흥군 장흥읍 건산동부로 113, 천관동물병원 1층",,131938.1034,191706.3703
2284,현대동물병원,전라남도 장흥군 장흥읍 동교1길 47,061-864-6888,131123.2733,191700.5531
2285,희망동물병원,전라남도 장흥군 장흥읍 중앙로 38-1,061-863-1149,131222.746,191487.0897
2286,명성동물병원,전라남도 장흥군 관산읍 정남진로 16-1,061-867-3444,118226.0328,194443.0293
2287,영생동물병원,전라남도 함평군 함평읍 중앙길 67,322-2302,173971.0967,156277.0677
2288,에덴동물병원,전라남도 진도군 진도읍 교동3길 2,061-542-2785,109561.0464,131826.0401
2289,진도개메디컬센터,전라남도 진도군 진도읍 성죽골길 30,061-540-6313,109613.7105,133623.3033
2290,우수영동물병원,전라남도 해남군 문내면 동영길 22-1,533-7373,122317.7348,136894.1121
2291,다도해동물병원,전라남도 해남군 북평면 달량진길 48,,100854.0875,165699.2205
2292,가나다동물병원,전라남도 해남군 해남읍 중앙2로 155,,118703.9519,162718.3497
2293,청산동물병원,전라남도 해남군 해남읍 안동길 38-18,,117088.4335,161859.3802
2294,해남진도축협동물병원,"전라남도 해남군 해남읍 홍교로 64, 해남축산농협",534-9601,118981.0262,163252.135
2295,대한동물병원,"전라남도 해남군 해남읍 남부순환로 122, 2층",061-533-7582,118613.1602,163085.1654
2296,청다리동물병원,전라남도 해남군 문내면 동영길 43,,122479.7036,136771.7238
2297,해남동물병원,전라남도 해남군 해남읍 남부순환로 180,061-537-7119,118851.0265,162581.7361
2298,하나동물병원,전라남도 해남군 해남읍 남부순환로 78,061-532-7582,118668.6069,163491.9734
2299,에덴동물병원,전라남도 함평군 함평읍 영수길 216,,174104.4793,156292.7306
2300,주영동물약품병원,전라남도 함평군 학교면 사거리길 63,,169543.0072,157276.5139
2301,서종철동물병원,전라남도 화순군 이양면 이양로 30,061-372-3114,153740.1948,198822.2131
2302,백남수동물병원,전라남도 화순군 화순읍 화동로 7,061-373-7406,172924.1712,199345.7151
2303,능주동물병원,전라남도 화순군 능주면 관동길 3,,165742.7795,196171.7715
2304,아리랑동물병원,전라남도 화순군 화순읍 진각로 16-1,,172677.9168,198669.4436
2305,닥터수동물병원,전라남도 여수시 문수로 46 (문수동),061-653-7585,139493.4001,264102.5775
2306,애니피아동물병원,"전라남도 여수시 신월로 688, 국동대주상가동 206호 (국동)",061-644-2729,137279.4728,265776.5402
2307,웅천동물병원,전라남도 여수시 웅천2길 5-70 (웅천동),,139039.0368,262338.5432
2308,늘사랑 양한방 동물병원,전라남도 여수시 무선로 179 (선원동),061-686-0275,142159.779,259663.0966
2309,친절한 동물병원,전라남도 함평군 함평읍 광남길 32,,173965.3413,155904.2891
2310,나은동물병원,전라남도 영암군 도포면 원산로 395,,151667.6326,171355.1426
2311,김수의과병원,경상북도 포항시 북구 용당로 55 (용흥동),054-283-1626,283956.6881,412564.6434
2312,홍경태동물병원,경상북도 포항시 북구 새천년대로 587 (용흥동),,283238.5269,412089.4583
2313,최영준동물병원,경상북도 포항시 북구 용당로 56 (용흥동),054-284-0123,283944.7712,412600.3482
2314,기계동물병원,경상북도 포항시 북구 기계면 기계로 92-8 (삼오빌라),054-248-1858,287830.4552,398741.2824
2315,미르동물병원,경상북도 포항시 남구 오천읍 해병로269번길 3,054-292-3112,277213.3466,417472.8781
2316,초원동물병원,경상북도 포항시 북구 선착로 7 (대신동),542771188,287562.7911,414102.7058
2317,포항축협동물병원,경상북도 포항시 북구 기계면 새마을로 1481,054-255-6123,287307.171,400150.216
2318,장기가축병원,경상북도 포항시 남구 장기면 읍내길 62-9,,268743.5082,425116.2433
2319,양덕동물병원,경상북도 포항시 북구 장량로 199 (양덕동),255-0099,289521.6357,416335.0395
2320,문덕동물병원,경상북도 포항시 남구 오천읍 원동로 59,,276884.2463,416643.8215
2321,청운동물병원,경상북도 포항시 북구 새천년대로 570 (용흥동),054-242-7896,283053.9793,412043.7928
2322,가나종합동물병원,경상북도 포항시 북구 해동로 159 (죽도동),,284025.8047,413600.1039
2323,포항중앙동물병원,경상북도 포항시 북구 신덕로 254 (양덕동),232-0075,290132.4971,415073.4141
2324,대흥동물병원,경상북도 포항시 북구 새천년대로1249번길 48-6 (장성동),054-249-2100,288976.4592,414398.4135
2325,닥터 노아 동물병원,경상북도 포항시 남구 대이로1번길 20-1 (대잠동),054-284-0775,281911.9988,411141.3569
2326,견우동물병원,경상북도 포항시 북구 두호로 29 (두호동),542527577,286987.7323,413944.7575
2327,윤동물병원,경상북도 포항시 북구 흥해읍 신흥로 723,,292726.5352,409015.8594
2328,이선동물병원,경상북도 포항시 북구 새천년대로1076번길 2 (두호동),542411003,287493.3414,413619.5463
2329,조은동물병원,경상북도 포항시 남구 중흥로 124 (상도동),542777535,282031.7746,412033.215
2330,손수의과병원,경상북도 포항시 북구 중앙로 340 (덕수동),,285100.3392,413149.1914
2331,포항동물병원,경상북도 포항시 북구 용당로 19-1 (용흥동),054-246-0080,283679.1807,412378.5658
2332,대호동물병원,경상북도 포항시 남구 오천읍 남원로 77,054-247-7582,277094.5718,416536.9364
2333,풍지동물병원,경상북도 포항시 남구 중앙로 148 (해도동),,283241.8302,413387.7734
2334,장성동물병원,경상북도 포항시 북구 용두산길 23 (장성동),249-7582,287661.1005,414462.5043
2335,신세계동물병원,경상북도 포항시 남구 중앙로 20-1 (해도동),273-9636,282016.4119,413678.2297
2336,중문동물병원,제주특별자치도 서귀포시 천제연로 265 (중문동),647393111,-27039.51723,147085.6622
2337,유기화동물의료센터,"부산광역시 동래구 아시아드대로 131-1, 2층 (사직동)","051-506-8492,8493",190505.5547,388055.2241
2338,시소동물병원,"전라남도 화순군 화순읍 진각로 131-3, 1층",371-1129,173790.8776,198669.7854
2339,현동물병원,광주광역시 동구 남문로 730 (학동),622227585,181820.2784,193258.306
2340,광주24시스카이동물메디컬센터,"광주광역시 서구 상무대로 879, 두왕빌딩 3,4,5층 (쌍촌동)",062-719-4275,183521.0617,186996.8724
2341,베스트고양이병원,"광주광역시 서구 화운로 111, 2층 (화정동)",062-384-7582,183353.2705,188891.3376
2342,더편한동물병원,"서울특별시 성북구 숭인로 50, 상가동 2203호 (길음동, 래미안길음센터피스)",02-982-7975,456539.1907,202337.783
2343,김포동물병원,"경기도 김포시 월곶면 군하로 107-1, 2호",,466904.1614,161148.3833
2344,은계동물병원,"경기도 시흥시 은계번영길 19, 은계 디스퀘어큐브 2층 202호 (은행동)",,437254.4917,182499.1606
2345,마곡M동물의료센터,"서울특별시 강서구 방화대로33길 3, 1~2층 (방화동)",226627515,451825.4919,183698.0984
2346,펫트리동물의료센터,"서울특별시 강동구 양재대로 1453, 베스트올 1층 (길동)",02-6949-5775,448170.0962,212205.3242
2347,해밀동물병원,"부산광역시 해운대구 송정광어골로 22, 1층 (송정동)",051-710-1766,188900.8272,400139.14
2348,천풍동물병원,"경기도 김포시 통진읍 김포대로 2248, 1층 101호",031-987-0411,465427.2745,164362.6844
2349,미래동물병원,"세종특별자치시 조치원읍 섭골길 51-41, 101호",,345924.3269,225269.3415
2350,한국양봉농협 동물병원,경기도 안성시 미양면 안성맞춤대로 586,031-677-9323,385643.5311,222403.8771
2351,소담동물병원,전라남도 구례군 구례읍 중앙로 11,,189818.9289,242511.2018
2352,에스동물암센터,"경상남도 양산시 동면 석산3길 8, 1층",,203274.6447,384465.4061
2353,연합에이엠씨,"경기도 안양시 동안구 시민대로 312, 평촌칼라힐주차빌딩 2층 234~237호 (평촌동)",031-422-7579,432554.707,196822.12
2354,아이튼튼 동물병원,"경기도 광명시 신기로 7, 골드스타빌딩 205호 (일직동)",02-899-7580,435394.6372,189527.6415
2355,제주 현 동물병원,제주특별자치도 제주시 조천읍 신촌3길 15-4,,4286.177675,164449.0689
2356,한라동물의료센터,"제주특별자치도 제주시 남광로 20, 1층 (이도이동)",064-725-7577,-298.4625321,157009.7946
2357,에이치동물메디컬센터,"부산광역시 금정구 부곡로 3, 1~2층 (부곡동)",051-583-7575,192926.6937,389902.9114
2358,NS대흥동물병원,충청남도 논산시 부적면 백일헌로 19,,301531.5796,212865.6251
2359,아인스동물병원,"서울특별시 동대문구 장한로 44, 1층 (장안동)",02-2213-0075,451422.9783,205883.9948
2360,든든동물병원「산업동물 출장진료 전문」,경기도 이천시 모가면 진상미로 1253,,407468.666,242527.413
2361,삼성동물병원,대구광역시 서구 서대구로 37 (내당동),556-8575,263470.6495,340499.011
2362,마리동물의료센터 경기남부 분원(출장진료 전문),"경기도 평택시 청북읍 청원로 45, 중앙빌딩",,393248.4543,194476.3296
2363,안양본동물의료센터,경기도 안양시 동안구 시민대로 370 (관양동),031-396-8275,432617.7275,197413.825
2364,헬리오동물병원,"서울특별시 송파구 송파대로 345, 3B동 28,29호 (가락동, 헬리오시티)",02-2135-6575,443928.7833,209412.1978
2365,오월의 동물병원,"경상북도 경산시 성동로 11, 1층 (정평동)",,260861.8255,355812.998
2366,또바기,"경기도 파주시 동패로7번길 66, 401호 (동패동)",,467507.0115,176547.4968
2367,이병훈동물병원,"세종특별자치시 조치원읍 장안로 27, 2층",,344266.9609,226926.4557
2368,표선동물병원,제주특별자치도 서귀포시 표선면 번영로 3510,064-787-7582,-17822.82507,183927.4557
2369,우린동물병원,"충청남도 아산시 배방읍 광장로 181, 빅토리아빌 104호",041-558-8875,366215.6561,209316.5947
2370,남원동물병원,"제주특별자치도 서귀포시 남원읍 태위로 687, 민생약국",064-764-1050,-24023.77123,173830.6076
2371,대전본동물병원,"대전광역시 서구 관저로 27, 101-1호 (관저동)",042-546-7588,310717.0019,229222.6689
2372,튼튼동물병원,"경기도 오산시 궐리사로 69, 구마빌딩 101호 (궐동)",031-372-8333,406347.1941,205273.6372
2373,수지성복SL동물병원,"경기도 용인시 수지구 성복1로 62, 1층 111, 112호 (성복동, KCC스위첸)",031-272-8575,423687.2205,206405.9809
2374,밀양동물메디컬센터,"경상남도 밀양시 미리벌중앙로8길 2, 2층 (삼문동)",055-355-7582,221983.3121,358561.5033
2375,목포동물병원,전라남도 목포시 용당로 223 (용당동),612737582,145518.8299,144855.3922
2376,보듬 동물병원,"부산광역시 부산진구 가야대로 517, 윤정빌딩 (가야동)",051-894-1202,185717.1296,384774.7988
2377,내친구동물병원,"경기도 시흥시 서울대학로278번길 19-14, 배곧프라자 1층 115호 (정왕동)",031-497-4479,429822.5527,175894.0792
2378,휴동물의료센터,"경기도 성남시 수정구 산성대로 309, 2층,3층 (신흥동)",,437832.9866,213290.3278
2379,365동물병원위례점,"경기도 성남시 수정구 위례동로 153, 에이플타워 205호 (창곡동)",,441267.846,213196.788
2380,북부동물병원,전라남도 보성군 복내면 개기로 1666-6,,154965.2128,211903.0604
2381,골드퍼피동물병원 공릉점,"서울특별시 노원구 동일로 1014, 1층, 2층 (공릉동)",02-971-5955,457584.8358,206546.7347
2382,24시 품 동물의료센터,"서울특별시 동작구 양녕로 277-1, 지층, 1층, 2층, 3층 (상도1동)",02-812-7585,444687.3629,195455.8205
2383,우리아이동물메디컬센터,"세종특별자치시 한누리대로 287, 세종포레뷰1 202~204호 (나성동)",044-867-2727,332117.5623,222878.2585
2384,24시 라인동물의료센터,"경기도 고양시 덕양구 동송로 70, 힐스테이트 삼송역 221,227~231호 (삼송동)",02-381-2475,461119.3423,190815.458
2385,리봄동물의료센터,"경상북도 포항시 북구 신덕로 281, 1층 (장성동)",054-251-8275,290171.6157,414783.3482
2386,아이힐 동물병원,"서울특별시 강남구 도곡로 115, 거암빌딩 2층 (역삼동)",02-561-3375,443115.1296,202847.7975
2387,서울앤탑 동물병원,"경기도 용인시 수지구 현암로 135, 베스트프라자 2층 (죽전동)",031-897-7577,425555.734,210956.3322
2388,젠틀펫동물병원,대구광역시 서구 와룡로66길 64 (중리동),783-1717,263518.4297,339446.6655
2389,봉천현대동물병원,"서울특별시 관악구 봉천로 520, 3층 (봉천동)",02-878-9978,441917.1873,196011.0037
2390,남산동물병원,전라남도 화순군 화순읍 중앙로 43-1,374-0325,173509.7509,198682.2038
2391,수민동물병원,"경기도 파주시 경의로 1813, 2층 203호 (아동동)",,474072.6144,180215.3095
2392,모란동물병원,경기도 광주시 파발로 161-1 (경안동),031-767-7588,434716.9932,222305.7379
2393,온누리동물병원(천안점),"충청남도 천안시 동남구 쌍용대로 163, 2층 (봉명동)",041-414-7582,367871.2182,211848.1321
2394,건국가축병원,경상북도 상주시 상산로 110 (신봉동),,322808.4444,303978.9603
2395,편안한 동물병원,"대전광역시 유성구 반석로 32, 양지타워 1층 101호 (반석동)",042-822-8217,321225.4936,227835.4297
2396,모모동물병원,"서울특별시 강서구 마곡중앙1로 20, 205호 (마곡동)",226627975,450710.1779,184443.1214
2397,배곧도담동물병원,"경기도 시흥시 배곧1로 27-16, 제상가4동 1층 105호 (정왕동, 한라비발디캠퍼스2차)",,428974.1061,174692.0091
2398,우리동물병원,경상북도 상주시 청리면 청리중앙로 105,,315810.5587,301191.8966
2399,해오름동물병원,"경기도 성남시 중원구 희망로 402, 지하1층 (금광동)",031-747-0406,437692.8186,214105.0505
2400,동물병원 산책,경기도 양평군 양평읍 중앙로 49,031-773-8275,443879.1751,243689.171
2401,동물진료법인 쥬박스동물메디컬센터,"경기도 고양시 일산서구 중앙로 1425, 주엽역 삼부르네상스 (주엽동)",031-913-0649,462986.5479,178921.7556
2402,쥬만지동물의료센터,"경기도 화성시 동탄치동천로3길 42, 1층 (영천동)",031-374-0275,411212.7521,210913.6214
2403,뉴로동물의료센터24시,"부산광역시 연제구 중앙대로 1084, 진도사옥 2~3층 (연산동)",051-711-8253,189228.0611,389473.2815
2404,영양동물병원(출장진료전문병원),"경상북도 영양군 영양읍 옥골1길 1, 대동빌딩 3층",,353548.8767,388896.8622
2405,대야축산컨설팅,경상남도 합천군 대양면 동부로 7,,230488.9875,304900.9864
2406,영종H동물의료센터,"인천광역시 중구 자연대로 47, 스타타워2 101호 (중산동)",327527515,443038.2785,160923.7217
2407,힐링페츠동물병원,"부산광역시 기장군 기장읍 대청로 8, 1층",,195404.0672,401207.2277
2408,위브동물의료센터,"경기도 김포시 고촌읍 태리로 293, 베스트프라자 202호",319871191,,
2409,바하 고양이 병원,"경기도 의왕시 내손로 82, 내손신성프라자 404호 (내손동)",031-425-8875,431681.7163,198150.345
2410,겨울나는나비 동물병원,"경상남도 사천시 용현면 진삼로 953-6, 2동",055-853-9101,171932.1793,297182.2896
2411,이완섭동물병원,전북특별자치도 순창군 순창읍 경천1로 114,063-653-9007,207662.8531,212902.7088
2412,사랑동물병원,"제주특별자치도 제주시 애월읍 일주서로 6254-3, 1층",,-3721.700948,136958.2001
2413,박동물병원,,652-4007,208512.889,213023.4373
2414,바른길동물병원,"경상북도 성주군 성주읍 성주읍1길 24-1, 노블레스 1층",,269600.2628,316400.8447
2415,맑은눈 동물병원,"대전광역시 유성구 도안대로 591, 명동프라자 205호 (봉명동)",,316979.3954,230517.5634
2416,수 동물병원,충청남도 논산시 부적면 백일헌로 19,,301531.5796,212865.6251
2417,웰니스동물병원,"경기도 안산시 상록구 항가울로 422, 롯데마트 2층 (성포동)",031-414-1275,423947.2364,186396.0677
2418,아너스 동물병원,"울산광역시 남구 화합로 197, 1층 (삼산동)",052-281-3567,229485.2464,412066.5328
2419,경주동물메디컬센터,경상북도 경주시 알천남로 130(성동동),054-727-2475,263627.1233,400089.9385
2420,숲속의 동물병원,전라남도 장흥군 장흥읍 우드랜드길 175-8,,130272.9199,193908.2156
2421,24시도안동물메디컬센터,"대전광역시 서구 계백로 1159, 1층 (도안동)",042-710-1502,311666.1388,231527.1997
2422,시민동물병원,"경기도 광주시 순암로 54, 1층 2호 (장지동)",,432556.4944,221469.0146
2423,클린피부전문동물병원,"경상남도 김해시 전하로246번길 11, 102호 (전하동)",,193446.3877,370526.752
2424,우일축산 AH,대구광역시 북구 유통단지로8길 120-13(산격동),533810044,268599.5265,345993.7509
2425,동물병원 이음,"경기도 용인시 기흥구 흥덕2로75번길 25-3, 1층 (영덕동)",031-213-7572,419126.9994,206262.2975
2426,대구동물심장내과,"대구광역시 중구 명덕로 315, 1층 (대봉동)",423-8275,262881.845,344888.7939
2427,한솔동물병원,"전라남도 영광군 영광읍 중앙로5길 2, 1층",,197511.6441,155549.9392
2428,마음편한동물메디컬센터,"경상북도 성주군 성주읍 성주순환로2길 41, 1층",054-931-7582,270054.1556,315648.5052
2429,나리울동물병원,"서울특별시 강남구 영동대로 22, 5동 2층 518~519호 (일원동, 디에이치 자이 개포)",02-423-5755,443195.1892,206573.6482
2430,송파 마리동물병원,"서울특별시 송파구 오금로 185, 금천빌딩 1층 (방이동)",02-415-7555,445214.1799,210092.7364
2431,라온펫동물병원,"서울특별시 송파구 가락로 169, 1층 102호 (송파동)",,444657.9255,209999.1178
2432,원 동물병원,전북특별자치도 순창군 순창읍 금산로 28,063-653-2002,208797.4803,212134.2808
2433,몽마르뜨 동물병원,"서울특별시 서초구 방배중앙로 198, 오릭스오피스텔 202호 (방배동)",02-595-7588,443855.5734,198660.6163
2434,정동물병원,"경기도 성남시 중원구 금상로 72, 1층 (상대원동)",749-7557,437683.265,214414.7308
2435,리온동물병원,"대구광역시 수성구 동대구로 62, 1,2층 (지산동)",053-768-7975,260750.5076,346698.3034
2436,24시 딜라이트 동물의료센터,"서울특별시 도봉구 도봉로 578, 2층 2호 (창동)",02-904-1004,461539.5527,203439.4475
2437,스텔라동물의료센터,"경기도 남양주시 다산중앙로123번길 22-8, 리더스퀘어 303,304호 (다산동)",031-522-6675,458003.0849,213261.0276
2438,원 ANIMAL CNC,"경상북도 영천시 금호읍 금호로 360-22, 2층",,272594.4548,371192.0231
2439,청당동물의료센터,"충청남도 천안시 동남구 청당5로 36, 2층 201-202호 (청당동)",041-552-7599,364338.0884,213560.506
2440,보경동물병원,"경상남도 거창군 거창읍 소만1길 15-19, 1층",055-943-3998,244020.8852,283208.496
2441,메이동물병원,"충청북도 청주시 서원구 성봉로 174, 2층 (개신동)",,346729.1228,240283.6414
2442,로얄동물메디컬센터 본원,"서울특별시 중랑구 동일로 640, 2층, 3층 (면목동)",070-8660-0904,453914.6398,207017.8153
2443,힘찬동물병원,경상남도 하동군 진교면 강변길 27-1,,170655.4061,282292.3859
2444,더엘동물의료센터,"광주광역시 북구 서하로 319-1, 1층 (오치동)",062-224-7582,187547.25,192235.32
2445,발편한동물병원,전라남도 장성군 장성읍 역전로 142,,200636.2827,180038.3462
2446,춘양동물병원(출장진료전문),경상북도 봉화군 춘양면 춘양로 1472-110,,391726.2326,362848.5609
2447,한울산업동물병원,충청남도 홍성군 홍성읍 온천1길 30,,343422.0535,168307.7867
2448,율동물의료센터,"서울특별시 강서구 공항대로 228, 2층 201,202,203,211,212호 (마곡동)",02-2135-5611,450719.3803,185148.9003
2449,24시 로운동물의료센터,"서울특별시 양천구 등촌로 10, 1~2층 (목동)",02)6953-7576,447620.2662,187932.7309
2450,테디펫닥터동물병원,"부산광역시 강서구 명지국제6로232번길 14-8, 1층 (명지동)",,179093.4064,375325.1871
2451,한강동물메디컬센터,"경기도 김포시 모담공원로 131, 1층 (운양동)",,460905.5399,172832.706
2452,강우동물병원,"경상남도 거창군 거창읍 거함대로4길 59, 2층",,242928.6304,282677.9443
2453,대성동물병원,"전라남도 장흥군 장흥읍 북부로 39, 1층 101호 (수창아트빌아파트)",,131920.9539,191418.8758
2454,한국동물병원,경상북도 영천시 금호읍 금호로 360-22,054-335-0896,272594.4548,371192.0231
2455,24시 공감365동물의료센터,"경기도 남양주시 진접읍 해밀예당1로 220, 엠타워 201~203호",031-575-8275,468642.3266,217778.3586
2456,김앤정동물병원,"서울특별시 영등포구 선유로 52, 1층 우측호 (문래동3가)",,446256.2132,190148.3741
2457,조은동물병원,"경상남도 거창군 거창읍 강변로 191, 201호",,243363.8458,282986.2199
2458,상동물병원,"경상남도 거창군 거창읍 송정2길 33, 3층 303호 (거창푸르지오)",,242763.5257,281414.7225
